,toeic,gpa,employment
235,505,0.25659161996889734,0
236,410,1.9179323151915324,1
237,605,4.194427374176727,1
238,900,2.3989428119272547,1
239,815,2.4459249007483734,1
240,520,3.2058574424969715,1
241,65,2.8634458625800763,0
242,600,4.006232248850141,1
243,325,2.8045808984108573,1
244,635,3.996290769476481,1
245,625,1.7978798666502105,0
246,100,2.61216977835083,0
247,120,0.5894942212892721,0
248,190,2.6721392804505157,0
249,145,2.6622992012684623,0
250,35,1.0339560428550043,0
251,620,3.154803335499218,1
252,320,1.7659485248011013,0
253,960,2.688768818231613,1
254,55,2.7620905441858263,1
255,840,3.730939273655295,1
256,780,4.157887824013963,1
257,440,0.1767052535993041,0
258,680,4.273574066864558,1
259,990,2.9349762483594293,1
260,125,2.451326478737892,0
261,90,2.5146453760821896,0
262,865,1.3155164244981634,0
263,40,2.9765286648528884,1
264,40,3.0790249853721057,1
265,435,2.108306946279002,0
266,375,4.360592128795437,1
267,325,3.7964308319651825,1
268,265,0.3957901639759233,0
269,180,4.180526001974634,1
270,755,2.265220562460135,1
271,635,2.9288735287336816,1
272,225,1.5673363201443355,0
273,475,1.9131483372051261,0
274,70,3.3017129674710435,1
275,430,3.5745814887522527,1
276,200,3.2077237872546696,1
277,35,0.08692833566318758,0
278,565,2.4505952549432104,0
279,755,2.38786096259423,0
280,250,2.745628910241741,1
281,425,2.84362523031546,1
282,290,0.7785611126601806,0
283,755,4.429227344397654,1
284,845,3.271123946424433,1
285,710,1.4341963206736812,1
286,290,2.4532622688013515,0
287,690,3.0293533757245967,1
288,385,2.759527478983208,0
289,90,4.324846151788494,1
290,640,1.0444030651595442,0
291,710,2.4615742169626738,1
292,65,2.4613400716806777,0
293,990,4.364023489818325,1
294,135,1.6312789038280326,0
295,450,0.08388396499186979,0
296,170,0.9764979260716123,0
297,355,3.49086149431498,1
298,595,0.3627304965995712,0
299,735,1.0224476207879873,0
300,40,1.3896727115850562,0
301,690,1.522544209781808,0
302,995,1.135645737465434,0
303,565,2.3375371579927755,1
304,130,0.8518825088472632,0
305,295,1.5361661616596722,0
306,770,2.6890196931730452,1
307,485,2.918556446640709,1
308,200,1.8854034197838807,0
309,370,1.642600275966151,0
310,640,0.712532512613987,1
311,705,0.6390314264019703,0
312,930,0.14839977912906194,0
313,755,1.2302709693163374,0
314,410,3.279418556162158,1
315,655,1.2551097774809234,0
316,400,4.157388966541616,1
317,915,3.7148472795578957,1
318,970,1.5844316960419855,1
319,895,2.1707763118733596,1
320,15,0.7619201004287783,0
321,965,0.09295908996476032,0
322,170,3.1287041806284996,1
323,880,3.3483375679839114,1
324,305,1.5668962749443045,0
325,130,0.5678737858203874,0
326,865,0.32899408842210986,0
327,660,3.7793600259437343,1
328,950,4.401164845409467,1
329,155,2.5338963817449773,1
330,735,0.9878042483470171,0
331,955,3.441209849547694,1
332,85,4.138158711867501,1
333,230,4.349909870361095,1
334,615,0.2968660482814805,0
335,990,3.3734923752608714,1
336,355,1.788815283870459,0
337,255,3.062339398551539,1
338,630,1.2307494531025516,0
339,10,0.588332379109254,0
340,55,4.04306402162852,1
341,515,2.512843178601176,1
342,515,3.1241299570386336,1
343,765,3.0681904907096,1
344,200,1.1123291986396313,0
345,345,3.0560314494968783,1
346,880,0.5820047382232956,1
347,900,1.2737689228148144,1
348,165,0.7549881722903469,0
349,120,4.370077554367584,1
350,185,3.6960270919782205,1
351,495,2.3155331821229663,0
352,120,0.2762451893069553,0
353,410,4.408098446561674,1
354,330,1.8672975539984775,0
355,375,0.2839961930058786,0
356,440,0.8522480164058013,0
357,660,2.873539938970559,1
358,370,2.5711974966019207,0
359,475,0.5754136023338274,0
360,915,2.156542599714903,1
361,660,0.3432217412602388,0
362,300,2.4503532375010297,0
363,825,3.641911988583536,1
364,635,3.6618859036465388,1
365,35,4.359076481121324,1
366,630,1.0500775197428567,0
367,435,4.0150766083717615,1
368,825,1.569039955814686,1
369,170,4.377807561410337,1
370,680,2.427130111611199,1
371,250,4.083531696196514,1
372,255,1.841142030675645,0
373,330,2.780213896214056,1
374,485,1.4194170341156107,0
375,325,0.27032743767132467,0
376,110,1.9239472642348043,0
377,440,2.1113288303899034,1
378,710,3.700349035754485,1
379,360,3.979016917160985,1
380,800,1.6594078607264406,0
381,155,2.0199310927277105,0
382,730,1.5266933722008926,1
383,610,1.6122257276145602,0
384,800,2.102343155997063,1
385,785,3.370205621481874,1
386,675,0.5580478594193876,0
387,55,0.33137133831987853,0
388,360,0.2699662634550241,0
389,715,4.00240345704252,1
390,890,1.2577108341808845,1
391,905,0.9266386408987635,0
392,255,3.847628646006701,1
393,865,0.5800513587353073,0
394,740,3.2520818829367406,1
395,540,2.6278761553517684,0
396,135,1.9562150885721175,0
397,945,2.685206934028836,1
398,375,2.692199512760332,1
399,330,2.147978367013136,0
400,465,1.9968370750000684,1
401,335,2.4495639387429264,0
402,270,2.8257620084185304,0
403,70,1.6780804527093298,0
404,210,3.8539212811610124,1
405,280,0.9545342439655677,0
406,900,3.9105235166198233,1
407,615,2.6468328439610733,1
408,545,1.0869905946508323,0
409,920,0.9143201868517272,1
410,530,3.9986441343632673,1
411,825,4.41301207578189,1
412,645,2.3417556963217283,1
413,840,4.300574409666173,1
414,40,1.6891714532182238,0
415,340,3.3359742480769907,1
416,820,0.24915435316121604,0
417,95,1.3648676891774918,0
418,230,1.569825346696526,0
419,295,0.39769729191825115,0
420,340,4.4552069150078815,1
421,410,3.222523890111237,1
422,270,0.3506689378144661,0
423,680,0.8925354402936518,0
424,835,3.3952541284120614,1
425,165,2.15986283437467,0
426,120,0.9488360890083675,0
427,525,2.8593783254677945,1
428,255,0.45120313899057124,0
429,195,2.6247177441742475,1
430,60,2.936642492545932,0
431,615,2.2268308361096043,1
432,980,2.966053492198971,0
433,85,4.292090186267457,1
434,815,1.060591120444986,0
435,540,4.304144330841652,1
436,210,0.10276581492251374,0
437,805,4.326281346324742,1
438,385,2.005843051731704,1
439,585,2.076823673261954,0
440,285,3.205420237134482,1
441,315,4.117692727359381,1
442,30,0.23101815452474006,0
443,945,2.920544257131527,1
444,510,4.387696948600017,1
445,825,2.2284303037670563,0
446,795,3.752098260806636,1
447,955,3.4821486796528425,1
448,145,3.0680730589882264,0
449,365,3.7417789703545608,1
450,90,3.39292340990163,0
451,480,2.508041463445335,0
452,395,1.438798177220597,0
453,600,2.0391563032529407,1
454,125,4.450891008383961,1
455,855,4.164686858788516,1
456,680,1.018023761036902,0
457,480,3.9594866541171094,1
458,720,0.4799035409457116,1
459,400,1.5303412812354629,0
460,420,2.18912563416583,0
461,390,4.12109889395049,1
462,155,2.520002016828583,0
463,640,2.4106512153548927,1
464,365,2.5129906443302437,0
465,520,3.4105441142568766,0
466,325,3.2044146316103337,1
467,175,2.045992732937323,0
468,430,4.045150980962003,1
469,5,1.9691449413831836,0
470,585,3.019416165205486,1
471,690,0.6169880998206624,0
472,500,3.0458376034052552,1
473,540,0.5492692685632976,0
474,225,2.9446528688972755,0
475,685,1.5134650514837817,0
476,120,2.593394914546761,0
477,445,4.377850133181964,1
478,405,1.7055015750405236,0
479,230,3.4791859876467464,0
480,670,1.6380901620179076,1
481,880,4.0470382325627146,1
482,490,2.4956562761210095,1
483,700,0.9552690256448796,0
484,560,1.3276556158004993,0
485,335,1.9003893333670194,0
486,780,1.8360058105468369,1
487,630,4.440798578055729,1
488,155,2.4332832971720686,0
489,315,1.8646201443026427,0
490,175,1.838938293672749,0
491,425,1.7542757515216452,0
492,395,0.008777235938019767,0
493,320,1.7724446764438586,0
494,30,3.8993072960439146,1
495,280,4.288464632643462,1
496,310,2.601212361389867,1
497,225,0.04232267399355455,0
498,320,1.0414156341808654,0
499,375,3.626883476011052,1
